response_time_ms,request_size_bytes,requests_per_minute_from_ip,failed_login_attempts,refresh_token_calls_per_min,db_query_latency_ms,cpu_usage_percent,status_family,is_error,endpoint_risk_score,db_latency_spike,auth_failure_ratio
113.0,210.0,1.0,0.0,0.0,95.0,18.2,2.0,0.0,3.0,0.0,0.0
68.0,462.0,1.0,0.0,0.0,36.0,29.6,2.0,0.0,1.0,0.0,0.0
72.0,267.0,1.0,0.0,0.0,65.0,27.8,2.0,0.0,1.0,0.0,0.0
108.0,144.0,1.0,0.0,0.0,108.0,17.1,2.0,0.0,1.0,0.0,0.0
73.0,353.5,2.0,0.0,0.0,57.0,28.4,2.0,0.0,1.0,57.0,0.0
76.0,96.0,1.0,0.0,0.0,83.0,14.7,2.0,0.0,1.0,0.0,0.0
11.0,68.0,1.0,0.0,0.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0
89.5,257.5,2.0,0.0,0.0,76.5,27.5,2.0,0.0,1.0,3.5,0.0
56.5,294.5,2.0,0.0,0.0,48.5,14.0,2.0,0.0,0.5,48.5,0.0
90.0,481.0,1.0,0.0,0.0,80.0,18.7,2.0,0.0,3.0,0.0,0.0
97.0,110.0,1.0,0.0,0.0,79.0,27.6,2.0,0.0,1.0,0.0,0.0
118.0,437.0,1.0,0.0,0.0,102.0,26.7,2.0,0.0,1.0,0.0,0.0
19.0,199.0,1.0,0.0,0.0,0.0,23.4,2.0,0.0,1.0,0.0,0.0
41.0,156.0,1.0,0.0,0.0,39.0,32.8,2.0,0.0,1.0,0.0,0.0
89.0,190.0,1.0,0.0,0.0,80.0,25.4,2.0,0.0,1.0,0.0,0.0
54.0,326.0,1.0,0.0,0.0,24.0,23.9,2.0,0.0,3.0,0.0,0.0
134.0,440.0,1.0,0.0,0.0,124.0,14.6,2.0,0.0,1.0,0.0,0.0
7.0,74.0,1.0,0.0,0.0,0.0,12.7,2.0,0.0,1.0,0.0,0.0
18.0,163.0,1.0,0.0,1.0,0.0,15.4,2.0,0.0,3.0,0.0,0.0
122.0,324.0,1.0,0.0,0.0,100.0,16.8,2.0,0.0,1.0,0.0,0.0
133.0,161.0,1.0,0.0,0.0,105.0,26.5,2.0,0.0,1.0,0.0,0.0
85.0,276.0,1.0,0.0,0.0,48.0,21.7,2.0,0.0,1.0,0.0,0.0
52.0,175.0,1.0,0.0,0.0,26.0,28.3,2.0,0.0,1.0,0.0,0.0
38.5,320.5,2.0,0.0,0.0,27.5,20.75,2.0,0.0,1.0,27.5,0.0
9.0,163.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,0.0,0.0
34.5,332.0,2.0,0.0,0.0,18.5,24.3,2.0,0.0,1.0,18.5,0.0
11.0,342.0,1.0,0.0,0.0,0.0,31.4,2.0,0.0,0.0,0.0,0.0
42.5,259.0,2.0,0.0,1.0,29.0,34.7,2.0,0.0,2.0,29.0,0.0
110.0,239.5,2.0,0.0,0.0,101.0,20.7,2.0,0.0,1.0,1.0,0.0
11.0,336.0,1.0,0.0,1.0,0.0,30.5,2.0,0.0,3.0,0.0,0.0
52.0,425.0,1.0,0.0,0.0,20.0,28.2,2.0,0.0,3.0,0.0,0.0
80.0,231.0,1.0,0.0,0.0,37.0,24.1,2.0,0.0,1.0,0.0,0.0
105.0,94.0,1.0,0.0,0.0,62.0,27.6,2.0,0.0,1.0,0.0,0.0
151.0,431.0,1.0,0.0,0.0,125.0,26.2,2.0,0.0,3.0,0.0,0.0
68.0,334.5,2.0,0.0,0.0,57.5,21.55,2.0,0.0,1.5,25.5,0.0
117.0,355.3333333333333,3.0,0.0,0.0,90.0,21.53333333333333,2.0,0.0,1.0,13.589211407093005,0.0
42.333333333333336,287.3333333333333,3.0,0.0,0.0,24.666666666666668,27.0,2.0,0.0,1.3333333333333333,21.791945504908202,0.0
109.0,328.5,2.0,0.0,0.0,87.5,14.7,2.0,0.0,1.0,14.5,0.0
81.5,393.5,2.0,0.0,0.0,77.0,25.799999999999997,2.0,0.0,1.5,6.0,0.0
109.0,280.0,1.0,0.0,0.0,91.0,29.6,2.0,0.0,1.0,0.0,0.0
11.0,121.0,1.0,0.0,1.0,0.0,21.5,2.0,0.0,3.0,0.0,0.0
43.5,414.0,2.0,0.0,0.0,30.0,10.05,2.0,0.0,1.0,10.0,0.0
74.0,88.0,1.0,0.0,0.0,57.0,35.1,2.0,0.0,1.0,0.0,0.0
81.5,307.5,4.0,0.0,0.0,52.0,18.825,2.0,0.0,0.75,36.830693721405794,0.0
81.66666666666667,257.0,3.0,0.0,0.0,74.33333333333333,25.26666666666667,2.0,0.0,1.0,32.27313984655902,0.0
106.0,388.0,1.0,0.0,0.0,73.0,19.1,2.0,0.0,2.0,0.0,0.0
55.666666666666664,188.0,3.0,0.0,1.0,44.666666666666664,26.833333333333332,2.0,0.0,1.6666666666666667,43.14574782705192,0.0
59.0,305.0,1.0,0.0,0.0,49.0,30.5,2.0,0.0,1.0,0.0,0.0
15.0,163.0,1.0,0.0,1.0,0.0,31.9,2.0,0.0,3.0,0.0,0.0
106.0,326.0,1.0,0.0,0.0,86.0,12.5,2.0,0.0,1.0,0.0,0.0
20.0,290.0,1.0,0.0,1.0,0.0,26.4,2.0,0.0,3.0,0.0,0.0
10.0,256.0,1.0,0.0,0.0,0.0,10.8,2.0,0.0,1.0,0.0,0.0
76.0,211.0,1.0,0.0,0.0,38.0,29.8,2.0,0.0,3.0,0.0,0.0
98.0,351.0,1.0,0.0,0.0,70.0,29.2,2.0,0.0,1.0,0.0,0.0
85.0,201.0,2.0,0.0,0.0,65.0,27.9,2.0,0.0,1.0,35.0,0.0
71.5,189.0,2.0,1.0,0.0,48.5,18.5,3.0,1.0,2.0,30.5,0.5
97.5,202.5,2.0,0.0,0.0,84.5,15.1,2.0,0.0,2.0,12.5,0.0
47.0,342.75,4.0,0.0,0.0,19.5,18.225,2.0,0.0,1.0,21.558061137310098,0.0
34.0,490.0,1.0,0.0,0.0,29.0,17.0,2.0,0.0,1.0,0.0,0.0
84.0,445.0,1.0,0.0,0.0,79.0,23.1,2.0,0.0,1.0,0.0,0.0
13.0,132.0,1.0,0.0,0.0,0.0,16.3,2.0,0.0,1.0,0.0,0.0
88.0,502.0,1.0,0.0,0.0,88.0,21.4,2.0,0.0,3.0,0.0,0.0
146.0,420.0,1.0,0.0,0.0,118.0,29.5,2.0,0.0,1.0,0.0,0.0
2.0,171.0,1.0,0.0,0.0,0.0,17.9,2.0,0.0,1.0,0.0,0.0
98.0,504.0,1.0,0.0,0.0,70.0,19.5,2.0,0.0,1.0,0.0,0.0
102.0,75.0,1.0,0.0,0.0,107.0,20.8,2.0,0.0,1.0,0.0,0.0
13.0,378.0,1.0,0.0,0.0,0.0,12.4,2.0,0.0,1.0,0.0,0.0
103.0,144.5,2.0,0.0,0.0,70.0,26.799999999999997,2.0,0.0,1.0,11.0,0.0
124.0,335.0,3.0,0.0,0.0,96.33333333333333,20.233333333333334,2.6666666666666665,1.0,1.0,34.682688605252174,0.0
162.0,290.0,1.0,0.0,0.0,99.0,28.7,2.0,0.0,1.0,0.0,0.0
34.0,431.0,1.0,0.0,0.0,19.0,15.9,2.0,0.0,1.0,0.0,0.0
118.0,199.0,1.0,0.0,0.0,127.0,11.9,2.0,0.0,3.0,0.0,0.0
68.0,67.0,1.0,0.0,0.0,63.0,10.2,2.0,0.0,3.0,0.0,0.0
6.0,104.0,1.0,0.0,0.0,0.0,15.1,2.0,0.0,0.0,0.0,0.0
43.0,92.0,1.0,0.0,0.0,36.0,19.5,2.0,0.0,3.0,0.0,0.0
86.0,313.0,2.0,0.0,0.0,59.0,22.5,2.0,0.0,1.0,31.0,0.0
105.0,77.0,1.0,0.0,0.0,81.0,15.2,2.0,0.0,3.0,0.0,0.0
67.0,473.3333333333333,3.0,0.0,0.0,54.333333333333336,15.533333333333333,2.0,0.0,2.0,35.1789078220964,0.0
66.0,138.0,1.0,0.0,0.0,44.0,13.4,2.0,0.0,3.0,0.0,0.0
67.0,409.0,1.0,0.0,0.0,44.0,12.6,2.0,0.0,1.0,0.0,0.0
34.5,268.0,2.0,0.0,0.0,17.0,23.0,2.0,0.0,2.0,17.0,0.0
87.0,227.0,1.0,0.0,0.0,75.0,28.8,2.0,0.0,1.0,0.0,0.0
92.0,469.0,1.0,0.0,0.0,85.0,19.6,2.0,0.0,1.0,0.0,0.0
108.0,288.0,1.0,0.0,0.0,98.0,13.7,2.0,0.0,1.0,0.0,0.0
109.0,89.0,1.0,0.0,0.0,71.0,20.9,2.0,0.0,1.0,0.0,0.0
103.0,246.0,2.0,0.0,0.0,76.0,19.4,2.0,0.0,1.5,3.0,0.0
48.0,276.5,2.0,0.0,0.0,26.5,18.9,2.0,0.0,1.0,4.5,0.0
69.0,65.0,1.0,1.0,0.0,25.0,20.1,4.0,1.0,3.0,0.0,1.0
58.0,419.0,1.0,0.0,0.0,51.0,35.0,2.0,0.0,3.0,0.0,0.0
132.0,229.0,1.0,0.0,0.0,115.0,12.1,2.0,0.0,3.0,0.0,0.0
92.0,412.5,2.0,0.0,0.0,82.5,15.5,2.0,0.0,1.0,4.5,0.0
50.666666666666664,361.6666666666667,3.0,0.0,1.0,31.333333333333332,18.73333333333333,2.0,0.0,2.3333333333333335,25.72072229848057,0.0
17.0,214.0,1.0,0.0,1.0,0.0,22.5,2.0,0.0,3.0,0.0,0.0
96.0,241.0,1.0,1.0,0.0,67.0,28.4,4.0,1.0,3.0,0.0,1.0
74.0,170.33333333333334,3.0,0.0,0.0,60.666666666666664,22.166666666666668,2.0,0.0,1.5,24.608038433722335,0.0
55.333333333333336,269.6666666666667,3.0,0.0,0.0,37.0,29.666666666666668,2.0,0.0,1.3333333333333333,32.44482495971687,0.0
90.0,223.0,1.0,0.0,0.0,65.0,14.4,2.0,0.0,1.0,0.0,0.0
18.0,234.0,1.0,0.0,0.0,0.0,28.9,2.0,0.0,1.0,0.0,0.0
89.0,324.0,1.0,0.0,0.0,62.0,36.9,2.0,0.0,1.0,0.0,0.0
4.0,460.0,1.0,0.0,1.0,0.0,13.7,2.0,0.0,3.0,0.0,0.0
89.66666666666667,264.0,3.0,0.0,0.0,70.0,18.099999999999998,2.0,0.0,1.6666666666666667,24.779023386727733,0.0
89.5,102.0,2.0,0.0,0.0,66.5,22.6,2.0,0.0,1.0,50.5,0.0
41.0,91.0,1.0,0.0,0.0,26.0,15.4,2.0,0.0,1.0,0.0,0.0
140.0,386.0,1.0,0.0,0.0,112.0,28.8,2.0,0.0,3.0,0.0,0.0
112.0,484.0,1.0,0.0,0.0,90.0,26.0,2.0,0.0,1.0,0.0,0.0
138.0,75.0,1.0,0.0,0.0,88.0,28.0,2.0,0.0,1.0,0.0,0.0
83.0,430.0,1.0,0.0,0.0,53.0,18.9,2.0,0.0,3.0,0.0,0.0
135.0,410.0,1.0,0.0,0.0,97.0,21.7,2.0,0.0,1.0,0.0,0.0
38.0,350.0,1.0,0.0,0.0,33.0,30.4,2.0,0.0,2.0,0.0,0.0
65.0,71.0,1.0,0.0,0.0,45.0,28.5,2.0,0.0,1.0,0.0,0.0
115.0,468.0,1.0,0.0,0.0,74.0,18.3,2.0,0.0,1.0,0.0,0.0
2.0,262.0,1.0,0.0,1.0,0.0,13.8,2.0,0.0,3.0,0.0,0.0
10.5,376.0,2.0,0.0,0.0,0.0,25.15,2.0,0.0,1.0,0.0,0.0
32.0,111.0,1.0,0.0,0.0,20.0,32.3,2.0,0.0,1.0,0.0,0.0
39.5,404.0,2.0,0.0,0.0,21.0,23.9,2.0,0.0,2.0,21.0,0.0
61.8,264.4,5.0,0.0,1.0,36.8,18.1,2.0,0.0,1.8,22.49799991110321,0.0
100.0,439.0,1.0,0.0,0.0,68.0,20.9,4.0,1.0,1.0,0.0,0.0
86.0,312.5,2.0,0.0,0.0,67.5,20.25,2.0,0.0,1.0,32.5,0.0
60.0,344.0,2.0,0.0,0.0,43.0,21.1,2.0,0.0,1.5,43.0,0.0
97.0,382.0,2.0,0.0,0.0,88.0,25.65,2.0,0.0,1.0,19.0,0.0
18.0,247.0,1.0,0.0,1.0,0.0,27.7,2.0,0.0,3.0,0.0,0.0
12.0,187.0,1.0,0.0,0.0,0.0,27.3,2.0,0.0,1.0,0.0,0.0
12.0,255.0,1.0,0.0,1.0,0.0,9.5,2.0,0.0,3.0,0.0,0.0
82.0,112.0,1.0,0.0,0.0,53.0,24.4,2.0,0.0,3.0,0.0,0.0
98.0,243.0,2.0,0.0,0.0,74.5,24.7,2.0,0.0,2.0,4.5,0.0
51.0,285.0,1.0,0.0,0.0,47.0,16.1,2.0,0.0,1.0,0.0,0.0
136.0,379.0,1.0,0.0,0.0,113.0,13.6,2.0,0.0,1.0,0.0,0.0
85.5,270.5,4.0,0.0,0.0,61.25,16.275000000000002,2.0,0.0,1.75,27.48977082479954,0.0
59.0,393.0,3.0,0.0,1.0,37.666666666666664,24.53333333333333,2.0,0.0,1.6666666666666667,28.241026106633512,0.0
120.0,199.0,1.0,0.0,0.0,108.0,21.9,2.0,0.0,2.0,0.0,0.0
123.0,250.0,1.0,0.0,0.0,112.0,11.6,2.0,0.0,1.0,0.0,0.0
11.0,459.0,1.0,0.0,0.0,0.0,26.1,2.0,0.0,1.0,0.0,0.0
125.0,122.0,1.0,0.0,0.0,102.0,16.2,2.0,0.0,3.0,0.0,0.0
73.0,383.0,1.0,0.0,0.0,50.0,31.3,2.0,0.0,1.0,0.0,0.0
11.0,273.5,2.0,0.0,0.0,0.0,16.0,2.0,0.0,0.5,0.0,0.0
84.0,504.0,1.0,0.0,0.0,53.0,17.8,2.0,0.0,2.0,0.0,0.0
49.0,274.3333333333333,3.0,0.0,0.0,31.333333333333332,28.03333333333333,2.0,0.0,1.6666666666666667,22.395436042987768,0.0
62.0,238.66666666666666,3.0,0.0,0.0,39.666666666666664,20.1,2.6666666666666665,1.0,0.5,28.288199345702836,0.0
99.0,148.0,1.0,0.0,0.0,59.0,16.7,2.0,0.0,2.0,0.0,0.0
96.33333333333333,355.0,3.0,0.0,0.0,77.33333333333333,21.766666666666666,2.0,0.0,1.0,37.65043898224237,0.0
64.5,134.0,2.0,0.0,0.0,48.0,23.15,3.0,1.0,1.0,16.0,0.0
99.0,160.0,1.0,0.0,0.0,78.0,11.2,2.0,0.0,1.0,0.0,0.0
35.0,288.0,2.0,0.0,1.0,10.5,15.15,2.0,0.0,3.0,10.5,0.0
44.0,69.0,1.0,0.0,0.0,22.0,15.7,2.0,0.0,1.0,0.0,0.0
102.0,503.0,1.0,0.0,0.0,69.0,10.2,2.0,0.0,3.0,0.0,0.0
33.5,221.5,2.0,0.0,0.0,19.0,18.4,2.0,0.0,0.5,19.0,0.0
98.0,463.0,1.0,0.0,0.0,64.0,24.2,2.0,0.0,1.0,0.0,0.0
16.0,445.0,1.0,0.0,0.0,0.0,26.4,2.0,0.0,1.0,0.0,0.0
130.0,65.0,1.0,0.0,0.0,93.0,25.7,2.0,0.0,2.0,0.0,0.0
3.0,184.0,1.0,0.0,0.0,0.0,30.6,2.0,0.0,1.0,0.0,0.0
18.0,441.0,1.0,0.0,0.0,0.0,32.0,2.0,0.0,1.0,0.0,0.0
59.5,373.5,2.0,0.0,0.0,46.5,24.700000000000003,2.0,0.0,1.0,46.5,0.0
71.0,359.0,1.0,1.0,0.0,33.0,17.8,4.0,1.0,3.0,0.0,1.0
118.0,274.0,1.0,0.0,0.0,107.0,34.0,2.0,0.0,1.0,0.0,0.0
9.0,77.0,1.0,0.0,1.0,0.0,31.4,2.0,0.0,3.0,0.0,0.0
22.0,262.0,1.0,0.0,1.0,0.0,15.9,2.0,0.0,3.0,0.0,0.0
115.0,472.0,1.0,0.0,0.0,98.0,25.5,2.0,0.0,1.0,0.0,0.0
122.0,370.0,3.0,0.0,0.0,87.0,23.266666666666666,2.0,0.0,1.6666666666666667,30.40833219146796,0.0
89.0,248.5,2.0,0.0,0.0,63.0,23.700000000000003,2.0,0.0,2.0,20.0,0.0
86.0,337.0,1.0,0.0,0.0,69.0,16.9,2.0,0.0,1.0,0.0,0.0
131.0,108.0,1.0,0.0,0.0,103.0,26.6,2.0,0.0,2.0,0.0,0.0
43.0,294.0,1.0,0.0,0.0,27.0,28.3,2.0,0.0,3.0,0.0,0.0
56.5,198.0,2.0,0.0,1.0,48.0,18.85,2.0,0.0,2.0,48.0,0.0
19.0,116.0,1.0,0.0,0.0,0.0,25.2,2.0,0.0,1.0,0.0,0.0
59.0,402.0,1.0,0.0,0.0,20.0,24.8,2.0,0.0,1.0,0.0,0.0
66.0,407.5,2.0,0.0,0.0,51.5,17.85,2.0,0.0,1.0,30.5,0.0
60.0,335.0,1.0,0.0,0.0,40.0,14.1,2.0,0.0,1.0,0.0,0.0
69.0,216.0,1.0,0.0,0.0,41.0,19.1,2.0,0.0,3.0,0.0,0.0
21.0,68.0,1.0,0.0,0.0,0.0,22.5,2.0,0.0,0.0,0.0,0.0
49.0,200.0,2.0,0.0,0.0,35.5,24.45,2.0,0.0,1.0,35.5,0.0
67.0,462.0,1.0,0.0,0.0,51.0,29.7,2.0,0.0,1.0,0.0,0.0
85.0,329.0,1.0,0.0,0.0,58.0,13.8,2.0,0.0,3.0,0.0,0.0
71.5,318.0,2.0,0.0,0.0,55.5,13.350000000000001,2.0,0.0,1.0,55.5,0.0
90.0,207.5,2.0,0.0,0.0,74.0,25.05,2.0,0.0,1.0,26.0,0.0
102.0,112.0,1.0,0.0,0.0,53.0,34.1,2.0,0.0,1.0,0.0,0.0
71.5,313.0,2.0,0.0,0.0,63.0,20.45,2.0,0.0,1.0,21.0,0.0
11.0,393.0,1.0,0.0,0.0,0.0,29.4,2.0,0.0,0.0,0.0,0.0
2.5,155.5,2.0,0.0,0.0,0.0,34.4,2.0,0.0,0.5,0.0,0.0
123.0,189.0,1.0,0.0,0.0,100.0,19.2,2.0,0.0,3.0,0.0,0.0
75.0,222.0,1.0,0.0,0.0,49.0,17.4,2.0,0.0,1.0,0.0,0.0
3.0,499.0,1.0,0.0,0.0,0.0,22.5,2.0,0.0,1.0,0.0,0.0
59.0,163.0,1.0,0.0,0.0,43.0,29.3,2.0,0.0,1.0,0.0,0.0
63.0,302.3333333333333,3.0,0.0,0.0,31.333333333333332,26.833333333333332,2.6666666666666665,1.0,1.6666666666666667,27.52372713779069,0.0
31.0,426.5,2.0,0.0,0.0,20.5,16.25,2.0,0.0,1.0,20.5,0.0
52.0,400.0,1.0,0.0,0.0,32.0,16.4,2.0,0.0,1.0,0.0,0.0
65.0,267.0,1.0,0.0,0.0,25.0,12.6,2.0,0.0,1.0,0.0,0.0
66.0,131.5,2.0,0.0,0.0,56.5,17.5,2.0,0.0,1.0,35.5,0.0
124.0,203.0,2.0,0.0,0.0,97.5,25.9,2.0,0.0,1.5,19.5,0.0
63.0,131.0,1.0,0.0,0.0,50.0,34.0,2.0,0.0,1.0,0.0,0.0
195.0,322.0,1.0,0.0,0.0,132.0,32.3,2.0,0.0,3.0,0.0,0.0
65.0,507.0,1.0,0.0,0.0,45.0,32.7,2.0,0.0,3.0,0.0,0.0
6.0,475.0,1.0,0.0,1.0,0.0,15.5,2.0,0.0,3.0,0.0,0.0
35.666666666666664,238.0,3.0,0.0,0.0,16.666666666666668,19.266666666666666,2.0,0.0,0.6666666666666666,12.47219128924647,0.0
2.0,480.0,1.0,0.0,0.0,0.0,20.4,2.0,0.0,1.0,0.0,0.0
97.5,240.5,2.0,0.0,0.0,91.0,25.15,2.0,0.0,2.0,16.0,0.0
115.0,263.0,2.0,0.0,0.0,90.0,12.3,2.0,0.0,2.0,10.0,0.0
96.5,326.5,2.0,0.0,0.0,86.0,23.400000000000002,2.0,0.0,1.0,9.0,0.0
51.0,258.0,1.0,0.0,0.0,21.0,31.9,2.0,0.0,1.0,0.0,0.0
56.0,130.0,1.0,0.0,0.0,41.0,18.1,2.0,0.0,3.0,0.0,0.0
62.0,173.0,1.0,0.0,0.0,31.0,30.9,2.0,0.0,1.0,0.0,0.0
16.0,452.0,1.0,0.0,1.0,0.0,22.6,2.0,0.0,3.0,0.0,0.0
69.0,347.0,1.0,0.0,0.0,49.0,26.6,2.0,0.0,1.0,0.0,0.0
140.0,188.0,1.0,0.0,0.0,100.0,20.9,2.0,0.0,1.0,0.0,0.0
57.333333333333336,182.66666666666666,3.0,0.0,0.0,36.666666666666664,17.7,2.0,0.0,1.0,27.18251071716682,0.0
85.0,212.0,1.0,0.0,0.0,45.0,17.3,2.0,0.0,1.0,0.0,0.0
103.33333333333333,280.3333333333333,3.0,0.0,0.0,74.66666666666667,25.3,2.6666666666666665,1.0,1.0,21.23414441151065,0.0
68.0,409.3333333333333,3.0,0.0,0.0,59.0,20.966666666666665,2.6666666666666665,1.0,1.0,20.83266665599966,0.0
54.0,505.0,1.0,0.0,0.0,30.0,16.8,2.0,0.0,1.0,0.0,0.0
4.0,167.0,1.0,0.0,0.0,0.0,9.6,2.0,0.0,0.0,0.0,0.0
121.0,383.0,1.0,0.0,0.0,88.0,15.8,2.0,0.0,1.0,0.0,0.0
63.5,341.0,2.0,0.0,0.0,37.5,25.05,3.0,1.0,1.0,17.5,0.0
117.0,447.0,1.0,0.0,0.0,95.0,32.2,2.0,0.0,1.0,0.0,0.0
64.0,445.0,1.0,0.0,0.0,51.0,12.1,2.0,0.0,1.0,0.0,0.0
66.0,351.0,1.0,0.0,0.0,57.0,25.9,2.0,0.0,1.0,0.0,0.0
125.5,243.5,2.0,0.0,0.0,93.0,19.4,2.0,0.0,1.0,17.0,0.0
77.5,266.75,4.0,0.0,0.0,57.5,24.349999999999998,2.0,0.0,1.6666666666666667,15.074813431681335,0.0
13.0,327.0,1.0,0.0,1.0,0.0,26.5,2.0,0.0,3.0,0.0,0.0
52.0,142.0,1.0,0.0,0.0,42.0,29.2,2.0,0.0,1.0,0.0,0.0
97.0,477.0,1.0,0.0,0.0,77.0,10.7,2.0,0.0,3.0,0.0,0.0
92.0,505.0,1.0,0.0,0.0,46.0,23.9,2.0,0.0,1.0,0.0,0.0
107.0,72.0,1.0,0.0,0.0,94.0,28.9,2.0,0.0,1.0,0.0,0.0
81.0,478.0,1.0,0.0,0.0,63.0,26.6,2.0,0.0,3.0,0.0,0.0
85.0,71.5,2.0,0.0,0.0,70.0,13.0,2.0,0.0,1.0,31.0,0.0
96.0,508.0,1.0,0.0,0.0,93.0,18.3,2.0,0.0,1.0,0.0,0.0
53.0,376.0,1.0,0.0,0.0,25.0,9.4,2.0,0.0,3.0,0.0,0.0
71.0,299.0,1.0,0.0,0.0,54.0,17.2,2.0,0.0,1.0,0.0,0.0
13.0,493.0,1.0,0.0,1.0,0.0,25.0,2.0,0.0,3.0,0.0,0.0
118.0,248.0,2.0,0.0,0.0,94.5,20.4,3.0,1.0,1.0,11.5,0.0
115.0,498.0,1.0,0.0,0.0,90.0,20.2,2.0,0.0,1.0,0.0,0.0
11.0,303.0,1.0,0.0,0.0,0.0,33.4,2.0,0.0,1.0,0.0,0.0
25.0,366.6666666666667,3.0,0.0,2.0,14.0,20.933333333333334,2.0,0.0,3.0,19.79898987322333,0.0
123.0,411.0,1.0,0.0,0.0,92.0,32.6,2.0,0.0,1.0,0.0,0.0
126.0,308.5,2.0,0.0,0.0,103.0,23.05,2.0,0.0,1.0,9.0,0.0
17.0,504.0,1.0,0.0,0.0,0.0,11.3,2.0,0.0,1.0,0.0,0.0
57.5,414.0,2.0,0.0,0.0,28.0,23.299999999999997,2.0,0.0,1.0,1.0,0.0
117.0,396.0,1.0,0.0,0.0,82.0,30.0,4.0,1.0,1.0,0.0,0.0
3.0,87.0,1.0,0.0,0.0,0.0,22.3,2.0,0.0,0.0,0.0,0.0
94.0,328.0,1.0,0.0,0.0,62.0,11.4,2.0,0.0,1.0,0.0,0.0
6.0,90.0,1.0,0.0,0.0,0.0,36.5,2.0,0.0,1.0,0.0,0.0
133.0,483.0,1.0,0.0,0.0,124.0,22.9,2.0,0.0,1.0,0.0,0.0
171.0,475.0,1.0,0.0,0.0,120.0,19.8,2.0,0.0,1.0,0.0,0.0
87.0,435.0,1.0,0.0,0.0,74.0,21.5,2.0,0.0,1.0,0.0,0.0
101.0,245.0,1.0,0.0,0.0,83.0,28.4,2.0,0.0,1.0,0.0,0.0
125.0,350.0,1.0,0.0,0.0,113.0,22.2,2.0,0.0,1.0,0.0,0.0
55.0,217.0,1.0,0.0,0.0,35.0,22.0,2.0,0.0,1.0,0.0,0.0
15.5,349.5,2.0,0.0,1.0,0.0,14.45,2.0,0.0,2.0,0.0,0.0
117.0,276.0,2.0,0.0,0.0,108.0,23.35,2.0,0.0,1.0,22.0,0.0
11.0,271.0,1.0,0.0,0.0,0.0,15.6,2.0,0.0,1.0,0.0,0.0
15.0,123.0,1.0,0.0,0.0,0.0,21.3,2.0,0.0,0.0,0.0,0.0
94.0,135.0,1.0,0.0,0.0,64.0,15.0,2.0,0.0,1.0,0.0,0.0
79.33333333333333,215.66666666666666,3.0,0.0,0.0,56.0,18.900000000000002,2.0,0.0,1.0,33.67491648096547,0.0
73.66666666666667,256.3333333333333,3.0,0.0,1.0,53.0,24.133333333333336,2.0,0.0,1.6666666666666667,56.32642955723953,0.0
73.66666666666667,273.0,3.0,0.0,0.0,54.0,20.1,2.0,0.0,2.0,22.642143596988927,0.0
14.0,391.0,1.0,0.0,0.0,0.0,31.1,2.0,0.0,0.0,0.0,0.0
42.0,239.0,1.0,0.0,0.0,26.0,28.8,2.0,0.0,3.0,0.0,0.0
94.0,140.0,1.0,0.0,0.0,62.0,26.1,2.0,0.0,1.0,0.0,0.0
56.0,321.0,1.0,0.0,0.0,24.0,33.5,2.0,0.0,3.0,0.0,0.0
95.0,285.0,1.0,0.0,0.0,82.0,13.2,2.0,0.0,1.0,0.0,0.0
93.0,387.0,1.0,0.0,0.0,70.0,14.8,2.0,0.0,1.0,0.0,0.0
82.0,281.0,1.0,0.0,0.0,47.0,13.2,2.0,0.0,1.0,0.0,0.0
55.333333333333336,312.6666666666667,3.0,0.0,0.0,35.0,25.433333333333334,2.0,0.0,1.6666666666666667,28.994252303976847,0.0
76.5,290.75,4.0,0.0,0.0,58.25,26.424999999999997,2.0,0.0,1.75,36.70405290972647,0.0
67.0,212.0,2.0,0.0,0.0,47.5,14.55,2.0,0.0,1.0,25.5,0.0
36.5,214.0,2.0,0.0,1.0,16.0,23.799999999999997,2.0,0.0,2.0,16.0,0.0
145.0,235.0,1.0,0.0,0.0,111.0,20.2,2.0,0.0,1.0,0.0,0.0
107.0,339.5,2.0,0.0,0.0,80.0,24.45,2.0,0.0,2.0,35.0,0.0
7.0,446.0,1.0,0.0,0.0,0.0,31.6,2.0,0.0,1.0,0.0,0.0
16.0,190.0,1.0,0.0,1.0,0.0,17.7,2.0,0.0,3.0,0.0,0.0
102.5,262.5,2.0,0.0,0.0,76.5,23.95,2.0,0.0,1.0,28.5,0.0
10.75,286.0,4.0,0.0,2.0,0.0,17.025000000000002,2.5,1.0,1.6666666666666667,0.0,0.0
75.5,122.5,2.0,0.0,0.0,57.0,25.8,2.0,0.0,3.0,14.0,0.0
46.666666666666664,291.6666666666667,3.0,0.0,0.0,32.0,18.8,2.0,0.0,1.0,45.254833995939045,0.0
14.0,500.0,1.0,0.0,0.0,0.0,39.1,2.0,0.0,0.0,0.0,0.0
201.0,496.0,1.0,0.0,0.0,132.0,17.0,2.0,0.0,1.0,0.0,0.0
21.0,212.0,1.0,0.0,0.0,0.0,25.6,2.0,0.0,0.0,0.0,0.0
17.0,498.0,1.0,0.0,0.0,0.0,31.5,2.0,0.0,0.0,0.0,0.0
4.0,451.0,1.0,0.0,0.0,0.0,14.3,2.0,0.0,1.0,0.0,0.0
122.0,330.0,1.0,0.0,0.0,98.0,20.2,2.0,0.0,1.0,0.0,0.0
